"","Period","Species","Area","Centroid_X","Centroid_Y","Elevation","Contraction","Distance","Overlap","Shift_Accelerate","Double_Back","Double_Back_Relative","PoleShift","Elevation_Group","PoleShift_km","Extinction","Extinction_Overlap"
"176","2050","Saxifraga globulifera",13237.11,-8.17104166666667,37.7126041666667,761.77,-0.79,248.7517671113,0.1745327120562,"-1",0,0,1.4026311361164,"0",155.661015323565,0.32,0.35
"177","2050","Saxifraga granulata",508305.63,13.678508955247,58.4461437096549,119.01,-0.51,558.045688613343,0.461787899672632,"-1",0,0,4.65308663886459,"0",518.092215105211,0.16,0.18
"178","2050","Saxifraga haenseleri",8502.61,-5.17394578313253,37.4986613119143,1329.98,-0.7,194.266947195567,0.226700169791445,"1",0,0,0.950937431317307,"0",105.533214323363,0.26,0.31
"179","2050","Saxifraga hariotii",16354.07,6.51175213675214,45.2061584249084,2436.86,-0.55,155.599535913193,0.356004364955251,"-1",0,0,0.220643698786759,"0",24.5209396620998,0.18,0.23
"180","2050","Saxifraga hederacea",4596.06,25.0983048162231,35.3809410646388,733.88,-0.86,105.734366744193,0.13785139051101,"-1",0,0,-0.760525550401653,"0",84.38379719188,0.39,0.39
"181","2050","Saxifraga hirculus",2997258.24,0.591411775899226,58.2492167919799,1699.54,-0.22,910.697753514774,0.691263323323777,"-1",0,0,4.43242390140578,"0",493.515925541345,0.06,0.09
"182","2050","Saxifraga hirsuta",123998.02,-2.55015432098765,52.0684614408929,524.04,0.05,439.449988153775,0.53898684155232,"-1",0,0,3.88831627131432,"0",432.502807280854,0,0.14
"183","2050","Saxifraga hispidula",218125.71,91.8358320436764,28.4870729802539,4078.35,-0.27,81.7410079061646,0.659207441762173,"1",0,0,0.73006987009547,"1",80.9073869354384,0.08,0.1
"184","2050","Saxifraga hostii",36823.03,12.4119884488449,47.0724669966997,1836.36,-0.6,165.426075260521,0.398794663053945,"-1",0,0,-0.319946037556349,"0",35.5701204162425,0.2,0.21
"185","2050","Saxifraga hyperborea",2459297.83,-33.3167046075897,68.8464434775469,783.37,-0.12,1039.22979265301,0.712832618794671,"-1",0,0,5.99358606159038,"0",668.312185906816,0.03,0.08
"186","2050","Saxifraga hypnoides",130661.96,-9.05109487955424,61.8959113889089,406.03,-0.06,58.5062020742777,0.660195607559924,"1",0,0,0.37915886832598,"0",42.2537582428407,0.02,0.1
"187","2050","Saxifraga implicans",301534.36,92.5836458979128,28.9873398429427,4374.1,-0.14,38.7664899448726,0.759779067129821,"1",0,0,0.302593273664314,"1",33.5373402007446,0.04,0.07
"188","2050","Saxifraga intricata",44805.84,4.04128664495114,47.9742806731813,1100.03,-0.46,100.259044026794,0.473686311071329,"1",0,0,0.0768662714870061,"0",8.54668958996631,0.14,0.17
"189","2050","Saxifraga irrigua",2409.64,36.7972046413502,44.6054852320675,225.06,-0.42,44.3869119630101,0.407759666687732,"1",0,0,-0.0922406531583704,"0",10.250239772783,0.13,0.2
"190","2050","Saxifraga latepetiolata",58927.02,-0.367253186872796,41.8097877678329,821.29,-0.2,123.421598874363,0.455753819210727,"-1",0,0,0.51045044030932,"0",56.6929959060523,0.05,0.18
"191","2050","Saxifraga longifolia",26837.42,2.97859556443937,44.7655030458785,1762.88,-0.69,41.9804465479664,0.311397513952001,"1",0,0,-0.377122289842134,"0",41.9099318527162,0.25,0.25
"192","2050","Saxifraga losae",166553.93,0.817956211687152,43.9319552259495,530.03,0.68,18.0268838641724,0.991480816850988,"-1",0,0,-0.160342636503991,"0",17.8160678070277,0,0
"193","2050","Saxifraga maderensis",413.88,-17.0135869565217,32.7454710144928,936.87,0.53,2.33611149692948,0.9999838593507,"-1",0,0,-0.0142512077294654,"0",1.58045984899546,0,0
"194","2050","Saxifraga magellanica",319398.52,-72.7158580281646,-37.9786919163502,1710.94,-0.31,273.185966699868,0.669065171500706,"-1",0,0,2.4617339203756,"0",273.185930299981,0.09,0.1
"195","2050","Saxifraga mertensiana",396453.02,-130.518061861521,52.1409849467596,644.7,-0.08,247.193998747706,0.835386427752861,"-1",0,0,1.71537684723944,"0",190.841984299665,0.02,0.04
"196","2050","Saxifraga moncayensis",74788.43,1.77948566234479,43.5211420388283,1015.09,0.19,8.06520337585407,0.93389951829302,"1",0,0,0.00339475050062532,"0",0.377166500677849,0,0.02
"197","2050","Saxifraga muscoides",20592.06,9.82594476744186,45.1246669089147,1982.94,0.01,38.6211991475061,0.919557230656692,"1",0,0,0.0063858511041488,"0",0.70968614290001,0,0.02
"198","2050","Saxifraga mutata",180940.29,12.8443002303768,45.4213393395864,696.24,0.27,110.325192709394,0.785059150719106,"-1",0,0,0.0146394218570904,"0",1.62702341975932,0,0.06
"199","2050","Saxifraga nevadensis",512981.51,-2.51479988237479,41.3005711013434,618.12,0.34,45.3052424342292,0.979317270511503,"-1",0,0,0.364081244574749,"0",40.4334795996574,0,0.01
"200","2050","Saxifraga nipponica",179940.5,131.765144766953,42.3249344601836,491.24,0.68,177.046951626117,0.490119821060763,"-1",0,0,1.45395274039713,"0",161.48397468362,0,0.16
"201","2050","Saxifraga oppositifolia",763835.44,-18.2794422188689,65.5452967001601,511.48,-0.19,548.02373342037,0.674822639258053,"-1",0,0,3.64016247617324,"0",405.779273302581,0.05,0.09
"202","2050","Saxifraga osloensis",639792.57,22.0782748727701,57.7695543696568,112.14,1.6,190.927350891713,0.98174311563507,"1",0,0,0.873776365293708,"0",97.3088130938207,0,0
"203","2050","Saxifraga paniculata",787372.35,-23.9386827228802,57.3495894690835,580.55,-0.18,393.611553191445,0.679813595873507,"-1",0,0,3.51787871395887,"0",391.660361116342,0.05,0.09
"204","2050","Saxifraga paradoxa",169415.68,13.7909272340914,47.0084711693085,685.56,1.4,47.9897000978821,1.00000004731219,"-1",0,0,-0.157139826899687,"0",17.4696335535145,0,0
"205","2050","Saxifraga pentadactylis",51639.74,0.519562505883461,48.1928774828203,1148.62,-0.63,253.598378795759,0.321467243312092,"-1",0,0,2.11945646696058,"0",235.627244948731,0.22,0.25
"206","2050","Saxifraga petraea",237324.99,11.7706462804666,47.0409889203206,1051.31,0.12,24.3778327719834,0.978540764578263,"-1",0,0,0.148974406499015,"0",16.5615127812524,0,0.01
"207","2050","Saxifraga porophylla",64288.48,10.2730881678514,45.9973964304823,2066.73,-0.64,77.0507848737209,0.358125797625028,"-1",0,0,0.224193493817829,"0",24.9189000354763,0.23,0.23
"208","2050","Saxifraga praetermissa",36201.75,2.84976549755302,47.4423089994562,1517.16,-0.25,108.117281848208,0.502550123386382,"1",0,0,0.129732756699283,"0",14.4234544578017,0.07,0.16
"209","2050","Saxifraga pseudohirculus",1389393.91,90.146138112267,28.9060575377474,2245.77,0.08,44.7147906300893,0.999985334326923,"-1",0,0,0.26220338482932,"0",29.0605417714405,0,0
"210","2050","Saxifraga pubescens",43545.19,2.68640277777778,48.440625,973.02,-0.27,104.148620863519,0.401815983269622,"1",0,0,0.540581981317594,"0",60.1092750574756,0.08,0.2
"211","2050","Saxifraga retusa",150176.77,1.41752514779847,49.8890279861172,946.39,-0.5,121.757913343274,0.488280327544049,"-1",0,0,0.774905093538216,"0",86.1845117692132,0.16,0.16
"212","2050","Saxifraga reuteriana",26761.62,-7.10929526433966,38.7637655644009,605.58,-0.53,165.352913419075,0.432105607676764,"1",0,0,1.07804802799313,"0",119.664130711214,0.17,0.19
"213","2050","Saxifraga rivularis",404719.56,-7.64926021019117,69.2128317695786,541,-0.01,623.227316872058,0.589771330220022,"-1",0,0,5.58833699350964,"0",623.171730872465,0,0.12
"214","2050","Saxifraga rotundifolia",111391.79,10.6751088782774,45.9454144006721,1675.84,-0.36,107.766162337675,0.580673927884501,"-1",0,0,0.493038532319936,"0",54.7989822908112,0.11,0.13
"215","2050","Saxifraga rufescens",269405.59,99.805022409549,28.3839115693651,3646.56,-0.2,141.205630702148,0.693737595135917,"-1",0,0,0.989956670482819,"1",109.704699348095,0.06,0.09
"216","2050","Saxifraga scardica",52856.52,17.3846719568872,43.382793186987,1551.47,-0.73,147.091438941525,0.265924690421262,"-1",0,0,0.527618694852045,"0",58.6158281009453,0.28,0.28
"217","2050","Saxifraga scleropoda",38562.55,43.3904608404967,42.2411567062355,2536.84,-0.59,70.060145072335,0.400346209500257,"-1",0,0,0.583137705333385,"0",64.7704495808822,0.2,0.2
"218","2050","Saxifraga sedoides",31700.8,10.6772471477027,46.7291859389454,2269.14,-0.6,124.249370854728,0.35778800276588,"-1",0,0,0.0208679864414236,"0",2.31979709804697,0.21,0.23
"219","2050","Saxifraga seguieri",43447.1,9.86112051455653,46.521327014218,2166.83,-0.47,174.369171000364,0.49308827324878,"-1",0,0,-0.476086083793099,"0",52.9246552292903,0.15,0.16
"220","2050","Saxifraga sempervivum",30849.53,28.1629782530229,38.5845176863382,1210.69,-0.72,125.636434841872,0.222841644521985,"-1",0,0,-0.438229707546775,"0",48.6486415305181,0.27,0.31
"221","2050","Saxifraga serpyllifolia",2098712.16,-40.0550573509069,66.9724696434061,510.36,-0.31,1978.82285822358,0.454232749565537,"-1",0,0,5.36069294162415,"0",597.617233841694,0.09,0.18
"222","2050","Saxifraga sibthorpii",278670.74,27.262757319193,39.8246774965333,576.39,-0.29,106.403949421134,0.714793660951282,"-1",0,0,-0.0239034276754637,"0",2.6540333034455,0.08,0.08
"223","2050","Saxifraga signata",683268.05,101.092527557176,33.0320395564814,3506.01,-0.14,43.7291411548517,0.845598837138706,"1",0,0,0.393893754758722,"1",43.6834195701953,0.04,0.04
"224","2050","Saxifraga sinomontana",101604.62,98.0540826458906,29.436980598839,4469.89,-0.31,40.3748708599107,0.689000021302993,"-1",0,0,-0.237704548968086,"1",26.3483588073596,0.09,0.09
"225","2050","Saxifraga spathularis",50298,-4.87428801386825,53.2954948819548,398.53,-0.06,570.602377267584,0.427541952650681,"-1",0,0,5.10545349363063,"0",567.9470102356,0.02,0.19
"226","2050","Saxifraga squarrosa",19223.21,15.0624361430396,46.448132183908,1839.35,-0.93,281.374031055997,0.0668580428971931,"-1",0,0,-2.17056177132065,"0",241.325725320588,0.49,0.49
"227","2050","Saxifraga stolonifera",500032.85,125.501243758034,31.9705530628893,404.58,0.07,112.282359185903,0.908358824025028,"1",0,0,-0.146463180732685,"0",16.2409471143607,0,0.02
"228","2050","Saxifraga strigosa",273582.51,100.014696090692,26.7637986637023,2805.38,-0.44,233.656228019547,0.457325536849259,"-1",0,0,1.71032181003416,"0",189.480817222461,0.14,0.18
"229","2050","Saxifraga styriaca",26991.62,10.1207834602829,46.7062250634748,2243.49,-0.58,79.0859641588462,0.419476788463441,"-1",0,0,-0.64226236648129,"0",71.4011899861734,0.2,0.2
"230","2050","Saxifraga svalbardensis",105919.99,25.111305851561,70.1339269022247,294.07,-0.08,85.3652379282543,0.888982322066327,"-1",0,0,-0.711803802527371,"0",79.4146287872479,0.02,0.03
"231","2050","Saxifraga tangutica",611552.04,98.0475650200733,33.9114737883284,4351.84,-0.27,27.0490697213315,0.724330075726491,"1",0,0,0.233238340609326,"1",25.8704904227657,0.08,0.08
"232","2050","Saxifraga taygetea",13700.14,21.632626705653,41.1281920077973,1631,-0.71,37.4393794364766,0.281346440173402,"1",0,0,0.240726219223887,"0",26.7336238598247,0.27,0.27
"233","2050","Saxifraga taylorii",24674.24,-130.208201058201,52.6253306878307,375.79,-0.54,97.750120202967,0.441276318822381,"-1",0,0,0.524743948950004,"0",58.3904825166067,0.18,0.18
"234","2050","Saxifraga terektensis",1581335.25,92.7018816115099,57.8136357404209,1036.86,-0.34,751.406323304275,0.593146237438552,"-1",0,0,-0.654312684214887,"0",72.8774269179198,0.1,0.12
"235","2050","Saxifraga tridactylites",814971.06,6.33082892015118,51.689491346914,145.49,-0.2,207.085481134724,0.682750292344191,"-1",0,0,1.79394423527403,"0",199.566040915343,0.05,0.09
"236","2050","Saxifraga trifurcata",11995.83,1.07664373088685,42.9817878986457,1739.72,-0.75,184.936174883772,0.203734076696177,"-1",0,0,-0.290121745095561,"0",32.2311356780124,0.29,0.33
"237","2050","Saxifraga tsangchanensis",169886.34,99.9338318809816,26.6715986109559,2891.55,-0.4,184.291673038581,0.582315424207089,"1",0,0,1.46078640342335,"0",161.836333309739,0.12,0.13
"238","2050","Saxifraga umbrosa",10882.1,5.33697183098592,44.3398474178404,2197.12,-0.85,371.237482352336,0.154919301569228,"-1",0,0,-2.83286792014511,"0",314.863503368067,0.37,0.37
"239","2050","Saxifraga valdensis",58523.39,9.48681673373575,46.3655998490946,2109.51,-0.55,34.33484859259,0.451320769768997,"-1",0,0,-0.305087202623064,"0",33.9139321173231,0.18,0.18
"240","2050","Saxifraga vayredana",118531.11,0.911834539346169,44.0088916526683,594.96,-0.13,7.29914327473789,0.847700016566339,"1",0,0,0.0585016275718502,"0",6.5002237490266,0.03,0.04
"241","2070","Saxifraga adscendens",1357037.74,-41.3149895505995,66.8134333272315,1632.4,-0.19,52.5483148518179,0.672894680949324,"0",478.401092209186,0.937327490713169,0.393113801557817,"0",43.8386198667647,0.05,0.09
"242","2070","Saxifraga aizoides",686063.54,-31.5847360721219,62.9132120477833,499.3,-0.25,124.299142159039,0.623585007583281,"0",466.487473985554,0.993731283457906,1.03437009299203,"0",115.282587791512,0.07,0.11
"243","2070","Saxifraga andersonii",707414.63,89.6753946658662,30.2128775915921,4814.96,-0.09,2.88311240932655,0.91284458758137,"0",21.9850281749647,0.830508846565795,0.00287657236401273,"1",0.318885345048281,0.02,0.02
"244","2070","Saxifraga androsacea",181422.05,18.6734965025411,59.1793961874055,1419.66,-0.47,89.6073523676456,0.525665944068498,"0",240.383172080847,0.885077052358827,0.785434421785361,"0",87.4906524351273,0.15,0.15
"245","2070","Saxifraga aphylla",0,12.0433488612836,47.264751552795,1741.72,-1,0,0,"0",92.0968183583749,1,0,"0",0,1,1
"246","2070","Saxifraga aquatica",17888.52,9.11847677595628,46.7544740437158,1512.71,-0.81,105.639619313461,0.194152244739319,"0",186.036906351695,0.988517317101716,-0.430889716066936,"0",47.9021193549999,0.34,0.34
"247","2070","Saxifraga aretioides",22614.23,-1.7844696969697,48.7067082111437,1139.73,-0.39,172.264727596889,0.425893997325836,"0",134.337020016657,0.281619329437478,-1.30219983483331,"0",144.826313136254,0.12,0.19
"248","2070","Saxifraga aristulata",92330.14,97.9756460144195,29.1824969678593,4364.87,-0.41,26.8641789003749,0.587308882204469,"0",42.3379489432631,0.711896803931243,-0.186542447796697,"1",20.676426261354,0.12,0.12
"249","2070","Saxifraga aspera",17801.24,7.0061832490163,45.3352304665542,2388.9,-0.3,76.4358256477993,0.488419554468752,"0",122.625903701232,0.619689496421352,0.435079613453951,"0",48.352171438632,0.09,0.16
"250","2070","Saxifraga babiana",344.26,-5.17613636363636,43.0606060606061,1859.59,-0.97,24.2803098833855,0.025657272008327,"0",116.804293723233,0.765392916748348,0.102944770283479,"0",11.4364345299809,0.6,0.6
"251","2070","Saxifraga bergenioides",388514.81,91.0454813052672,28.8972510572857,4279.41,0.11,59.4948783695272,0.709660540350151,"0",195.641385870645,0.996362917491331,0.412547778371284,"1",45.7229533195387,0,0.08
"252","2070","Saxifraga biflora",15968.17,7.36556567071273,45.728660908808,2495.58,0.17,90.8894689101647,0.744782409835567,"0",114.954925009379,0.587543242736065,-0.376159352629941,"0",41.8099961093586,0,0.07
"253","2070","Saxifraga biternata",4097.62,-4.52475071225071,35.1064814814815,1054.52,-0.82,52.1716486132632,0.176464312380167,"0",65.0754587864093,0.747665881815829,-0.105621693121691,"0",11.7180397216085,0.35,0.35
"254","2070","Saxifraga bourgaeana",4355.85,-5.64834337349397,36.0144745649264,918.54,-0.71,357.292043874871,0.280717305164012,"0",22.9128558253357,0.0317779896628045,-3.03777001711698,"0",337.155212654068,0.26,0.27
"255","2070","Saxifraga bryoides",32038.26,6.02826420890937,47.4414362519201,2125.94,-0.33,131.706202258872,0.470158708766507,"0",65.9594837425006,0.302634485824332,-0.850559470356941,"0",94.5717745866159,0.09,0.17
"256","2070","Saxifraga burseriana",20278.95,13.5158190066858,47.2744149952245,1535.63,-0.34,12.0737791093073,0.578179605709749,"0",104.216040552239,0.829106402559897,-0.0260221451031271,"0",2.89304961541808,0.1,0.13
"257","2070","Saxifraga caesia",16126.75,9.64207992114043,46.207025326054,2428.68,-0.78,43.3528732245438,0.214754228740206,"0",69.0528529827892,0.931827872871994,-0.298925082605166,"0",33.2279984581207,0.31,0.32
"258","2070","Saxifraga callosa",28584.23,5.02442174072042,43.4458196196745,1690.55,-0.73,247.031806580368,0.245509875935817,"0",266.081981582365,0.950164915444443,0.893106919304614,"0",99.2176801943162,0.28,0.3
"259","2070","Saxifraga camposii",24763.81,-2.013766099105,40.4811313032089,1218.42,0.1,176.84389119023,0.283816237807456,"0",404.463385018788,0.863713627790382,1.01854931155714,"0",113.093703229986,0,0.27
"260","2070","Saxifraga canaliculata",15.65,-4.72916666666667,43.0208333333333,2092,-1,8.94445554376116,0.00133867388832054,"0",52.1690629978431,0.752603074289955,-0.0694444444444429,"0",7.71484852001226,0.81,0.81
"261","2070","Saxifraga capitata",1054067.6,-39.8624429529482,58.0409145204834,483.68,-0.04,131.868158456958,0.823742729076675,"0",327.31237561499,0.934989102621299,0.885675341860924,"0",98.6381323268268,0.01,0.05
"262","2070","Saxifraga cardiophylla",72119.45,97.9187764396098,29.0922958214625,4427.2,-0.55,25.2555440891812,0.446726774009055,"0",76.0667381715677,0.991818738150783,-0.168708383369051,"1",18.6994154104474,0.18,0.18
"263","2070","Saxifraga carpetana",77747.83,1.43474587726413,42.6670975263585,911.82,-0.09,44.5012113313437,0.574127235525558,"0",295.676538273361,0.986745403990649,0.348060623544974,"0",38.663572030212,0.02,0.13
"264","2070","Saxifraga cebennensis",449833.15,1.98584014300306,44.9080566905005,506.56,1.16,181.248083719669,0.978778830121571,"0",290.316563285446,0.995553432827038,1.33286256716234,"0",148.103639555429,0,0.01
"265","2070","Saxifraga cernua",1085488.02,-11.0117778076924,66.1652797857457,874.71,-0.26,215.528944651805,0.613855686293014,"0",755.603943852197,0.942301676887372,0.99198788887648,"0",110.609196160259,0.07,0.11
"266","2070","Saxifraga cespitosa",674328.84,-16.6389563835859,67.5783731435829,468.47,-0.23,82.6905540286324,0.621987024953474,"0",535.826745718336,0.986385636133811,0.731602736338459,"0",81.5918476471961,0.06,0.11
"267","2070","Saxifraga chrysantha",347.47,-105.949404761905,39.1041666666667,3810.38,-0.98,13.1506005943797,0.0243342951252202,"0",642.725220037977,0.998755776349883,-0.114379084967318,"1",12.6982015403996,0.61,0.61
"268","2070","Saxifraga cintrana",530.11,-9.30598958333333,39.26953125,58.06,-0.86,8.62067535338544,0.138446043256378,"0",16.1940721441804,0.849100703618142,0.0722794769503494,"0",8.02446309411316,0.39,0.39
"269","2070","Saxifraga cochlearis",88525.91,2.95217136150235,46.8203449624953,711.31,-0.43,81.0946537981191,0.507633799027677,"0",281.183555210894,0.994463285334864,0.364199149916416,"0",40.4857550422789,0.13,0.16
"270","2070","Saxifraga conifera",93.79,-4.78472222222222,43.0902777777778,2024,-0.99,1.87810346870914,0.0140842683259994,"0",44.628065523373,0.979372459563605,0.0158730158730123,"0",1.7634022324753,0.66,0.66
"271","2070","Saxifraga consanguinea",254521.91,97.7055876278982,32.4800965690416,4460.56,-0.36,18.1655380553063,0.640259418930586,"0",69.8846825688721,0.998534754524014,0.0114039274115285,"1",1.26464018336032,0.11,0.11
"272","2070","Saxifraga cortusifolia",11812.4,139.207649253731,38.2171019900497,596.46,-0.69,282.946969043565,0.307905365681402,"0",511.693466252678,0.998815586290354,1.80630136433872,"0",200.469757418317,0.25,0.26
"273","2070","Saxifraga cotyledon",199608.12,3.40524491454465,62.2450982202959,489.33,-0.11,90.6659803531445,0.675965028410714,"0",232.241206743676,0.99612269826662,0.723323255735806,"0",80.6097951993538,0.03,0.09
"274","2070","Saxifraga crustata",24484.19,11.5754850746269,46.8865298507463,2114.53,-0.67,28.0992585406331,0.22941151313272,"0",148.539299582884,0.7388943357922,0.164811633503206,"0",18.3216181459688,0.24,0.31
"275","2070","Saxifraga cuneata",26156.99,2.7587223527109,43.945451653944,1966.02,-0.7,208.903975566285,0.207476228548711,"0",268.896348956139,0.960723062798902,0.656420529446024,"0",72.9314532141037,0.26,0.33
"276","2070","Saxifraga cuneifolia",107675.32,10.9893634754219,45.3566612636226,1695.08,-0.21,23.227000470126,0.587358776087603,"0",144.48321339834,0.99990125611095,0.0990243561790081,"0",11.0053471053418,0.06,0.12
"277","2070","Saxifraga diapensioides",5639.65,6.23642761394102,44.8807529043789,2535.4,-0.51,17.8720184117188,0.446189137327539,"0",107.3903738661,0.878711757437685,0.123377127981392,"0",13.7106832933585,0.17,0.18
"278","2070","Saxifraga dichotoma",2296.59,-3.21941489361702,37.5749113475177,1847.41,-0.98,181.333356388974,0.0240494901808816,"0",391.687735388919,0.930608154555458,-1.36690704650655,"0",151.728574137025,0.61,0.61
"279","2070","Saxifraga diversifolia",116320.79,98.0510082799145,29.2343349358974,4267.93,-0.56,22.1969812407426,0.439320713660514,"0",111.937112221612,0.831946258530487,-0.180451466027954,"1",20.001446056958,0.19,0.19
"280","2070","Saxifraga egregia",928797.24,91.0664659537611,30.0310621960157,2591.5,0.43,108.091738918586,0.850989746374595,"0",361.427502899552,0.987078235452448,0.0674549306886725,"0",7.47754079973165,0,0.04
"281","2070","Saxifraga erioblasta",2908.33,-3.70331325301205,35.3694779116466,1513.72,-0.81,92.221863032953,0.183785821804306,"0",90.8437609177219,0.467438606661706,-0.580790905557713,"0",64.4403256613634,0.34,0.35
"282","2070","Saxifraga eschscholtzii",2410545.38,-35.5615038840704,63.627558178766,570.3,-0.12,176.315934250677,0.64704515688688,"0",2970.06195722795,0.996813391022932,0.315782694101117,"0",35.2000047066897,0.03,0.1
"283","2070","Saxifraga exarata",24675.37,8.02126132930514,45.5736782477341,2444.4,-0.59,40.4767465364489,0.302697272710961,"0",279.616798095052,0.880452171608253,0.364136047281988,"0",40.469872926233,0.2,0.26
"284","2070","Saxifraga federici-augusti",4788.64,20.156462585034,39.8391439909297,1738.45,-0.93,63.4347163133049,0.0729959638722803,"0",70.2243209333262,0.525266438518381,-0.465915532879812,"0",51.7334062413659,0.48,0.48
"285","2070","Saxifraga felineri",409.04,0.437500000000001,42.661858974359,2479.08,-0.97,37.271387040355,0.0250891032723455,"0",141.29797679121,0.995918218962967,-0.0692016317016311,"0",7.68738953982638,0.6,0.6
"286","2070","Saxifraga filicaulis",320707.45,90.6059515124988,28.9933773465616,4649.5,-0.3,122.7951066697,0.638612963106469,"0",229.629056602891,0.942091762949997,-0.0435815871121612,"1",4.83040944074559,0.09,0.11
"287","2070","Saxifraga finitima",49555.27,97.8210437869079,29.1208930141978,4570.7,-0.64,22.9968273223165,0.361688871058169,"0",122.661307657811,0.942970340628356,-0.113033790945657,"1",12.5285181781032,0.22,0.22
"288","2070","Saxifraga flagellaris",250.2,43.1276041666667,43.0833333333333,3985.75,-0.99,2.73894459191772,0.0141366228116412,"0",47.3186908692445,0.999095633154456,0.0091145833333357,"1",1.0125779924223,0.66,0.66
"289","2070","Saxifraga fortunei",83328.83,130.396958011997,33.8412239360183,320.88,-0.04,33.0137760849049,0.917793716652776,"0",41.0244746419996,0.387712113606743,0.237027795170995,"0",26.2905039623962,0.01,0.02
"290","2070","Saxifraga fragosoi",44817.02,0.367120260525704,43.0251075831589,1319.11,-0.6,144.195254031684,0.330666783895351,"0",58.2366435865418,0.235108547342985,0.420637996341959,"0",46.7283086605238,0.2,0.24
"291","2070","Saxifraga gemmipara",21782.6,102.254903032954,25.2134915427238,2365.19,-0.88,375.237464211987,0.124008715847431,"0",23.6979444601175,0.0321586263628554,-2.31881101244458,"0",256.909946999457,0.41,0.41
"292","2070","Saxifraga gemmulosa",6172.75,-7.19898648648649,37.4683558558559,594.63,-0.84,205.167204214381,0.16111298142375,"0",87.7580170709425,0.197931124015538,-1.80810487211349,"0",200.706072972123,0.37,0.37
"293","2070","Saxifraga genesiana",21476.26,1.02615119651922,43.3944434372734,550.05,-0.52,90.6250117732484,0.43201340411759,"0",70.5193020082794,0.617405040588988,-0.681885767310369,"0",75.7623347139749,0.17,0.19
"294","2070","Saxifraga geranioides",30841.22,7.43858867775139,46.2320566112431,1155.34,-0.77,326.33638073886,0.220581046455937,"0",456.408983283647,0.965785823970968,-1.80036304386176,"0",200.152506892854,0.3,0.31
"295","2070","Saxifraga glacialis",373625.03,98.3374582590827,32.4146709290565,4419.63,-0.34,29.2273285270173,0.65687879251691,"0",89.6131906397611,0.99995546740025,0.0243886953173273,"1",2.70455697889634,0.1,0.1
"296","2070","Saxifraga globulifera",10701.21,-7.85819055036345,36.1499221183801,1096.87,-0.83,175.645985867455,0.151016346213449,"0",168.822437177146,0.397792957178068,-1.5626820482866,"0",173.420787780344,0.36,0.38
"297","2070","Saxifraga granulata",309964.46,13.1366607062311,59.0073708035312,98,-0.7,69.952635512935,0.272691860277673,"0",605.651298745337,0.964415469719553,0.561227093876205,"0",62.5152977750142,0.26,0.28
"298","2070","Saxifraga haenseleri",5457.93,-3.91519764957265,35.5592948717949,1329.12,-0.81,242.939980208188,0.188801839171894,"0",121.268232833424,0.277370337093114,-1.93936644011945,"0",215.209298759,0.34,0.34
"299","2070","Saxifraga hariotii",17268.6,5.76076449912127,44.8490407147042,2386.01,-0.53,71.2588611328151,0.375127105135141,"0",96.0434252566599,0.423362884104228,-0.357117710204264,"0",39.6873185050983,0.17,0.22
"300","2070","Saxifraga hederacea",3862.09,24.9774698340875,35.3977187028658,817.85,-0.88,11.1349921252499,0.115837100011153,"0",111.264164068628,0.952038799091249,0.0167776382269764,"0",1.86144073065827,0.42,0.42
"301","2070","Saxifraga hirculus",2896376.31,-2.73490685635232,58.8640020796752,1646.69,-0.24,205.359012651571,0.653642520099717,"0",1114.93908054882,0.998998540530009,0.614785287695256,"0",68.4793409377841,0.07,0.1
"302","2070","Saxifraga hirsuta",125823.15,-2.23237476808905,51.3978174603175,631.85,0.06,77.7798046735531,0.544125173092129,"0",362.168240069326,0.700207615825084,-0.670643980575484,"0",74.6173745683129,0,0.14
"303","2070","Saxifraga hispidula",173016.29,89.7418763102725,28.3704863370202,4185.51,-0.42,205.548221186151,0.561807158867646,"0",227.868315579004,0.793166929017663,-0.116586643233752,"1",12.9208779738507,0.13,0.13
"304","2070","Saxifraga hostii",18768.81,12.5421037296037,47.0694606319606,1970.38,-0.79,9.88858591426449,0.204902900104548,"0",155.899592876292,0.889255877583806,-0.00300636473903637,"0",0.334224259057243,0.33,0.33
"305","2070","Saxifraga hyperborea",2131560.93,-40.2079584875301,70.9226136591544,582.56,-0.24,351.29965180737,0.608576849460166,"0",1383.79958955364,0.995160221213903,2.07617018160748,"0",231.618517221206,0.07,0.12
"306","2070","Saxifraga hypnoides",82841.26,-11.4582443019943,61.8537121382516,434.9,-0.41,126.727650193375,0.510475924794646,"0",94.6937775271033,0.511212050971525,-0.0421992506572977,"0",4.70283359308723,0.12,0.15
"307","2070","Saxifraga implicans",227763.63,90.001670226165,28.9943595640983,4562.17,-0.35,251.603245383466,0.619989948862699,"0",235.042570528866,0.809459602472308,0.00701972115559713,"1",0.778035102009927,0.1,0.11
"308","2070","Saxifraga intricata",28026.43,8.65870258696032,46.669823894424,1567.12,-0.66,377.915735742298,0.307583114963855,"0",470.543470373186,0.984040753049355,-1.30445677875728,"0",145.025744747007,0.24,0.26
"309","2070","Saxifraga irrigua",259.82,38.2267156862745,44.4424019607843,100.71,-0.94,115.076153414262,0.062583250631748,"0",75.8131127350512,0.475427413587502,-0.163083271283199,"0",18.1222167887385,0.5,0.5
